type,key,label,candidateCount,sampleAnswers
contains_letters,contains_letters:bot,B と O と T をすべて含む単語,12374,"abacination, abaction, anabiotic, antibiotic, antitobacco, botanic, botanica, cabotin, cibation, nonbotanic, abacot, abboccato"
contains_letters,contains_letters:gip,G と I と P をすべて含む単語,12294,"abigailship, abyssopelagic, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, acceptilating, palingenetic, plantaginaceae, accepting"
contains_letters,contains_letters:acg,A と C と G をすべて含む単語,12259,"abdicating, abducing, abducting, unabdicating, abencerrages, abiogenetic, cabotinage, geobotanic, iceboating, abiogenetical, biogenetical, geobotanical"
contains_letters,contains_letters:fin,F と I と N をすべて含む単語,12202,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acecaffin, acecaffine, affiance, caffein, caffeina, caffeine"
contains_letters,contains_letters:hnp,H と N と P をすべて含む単語,12153,"ablepharon, balanophore, blepharoblennorrhea, absenteeship, academicianship, acalephan, acephalan, encephala, epencephal, epencephala, neencephala, paleencephala"
contains_letters,contains_letters:ehu,E と H と U をすべて含む単語,12129,"abelmoschus, ablepharous, sphaerobolus, ablepharus, pearlbush, abouchement, acanthaceous, autochthones, autochthonousness, ceanothus, cenanthous, oecanthus"
contains_letters,contains_letters:lmu,L と M と U をすべて含む単語,12112,"abcoulomb, columba, abelmoschus, abelmusk, abnumerable, blubberman, enumerable, lumberman, manurable, membranula, membranule, numberable"
contains_letters,contains_letters:itv,I と T と V をすべて含む単語,12027,"abbreviatable, avertible, irretrievable, liberative, retrievable, triverbal, triverbial, veritable, vertebrarterial, vibratile, abbreviate, aberrative"
contains_letters,contains_letters:blu,B と L と U をすべて含む単語,12004,"abaculi, abulic, albiculi, baculi, cabilliau, cubical, cubicula, abaculus, baculus, subclass, subclausal, subucula"
contains_letters,contains_letters:bns,B と N と S をすべて含む単語,11980,"abaisance, becassine, beisance, benincasa, bienseance, cannabises, scabbiness, scabine, abalones, asbolane, ballones, ballonnes"
contains_letters,contains_letters:ahy,A と H と Y をすべて含む単語,11978,"abayah, bahay, abashedly, shadbelly, abashlessly, bashyle, abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abernethy, abhenry"
contains_letters,contains_letters:adh,A と D と H をすべて含む単語,11902,"aahed, ahead, deadhead, deadheaded, hade, haded, haed, head, headed, ababdeh, beehead, beeheaded"
contains_letters,contains_letters:abc,A と B と C をすべて含む単語,11838,"abac, abaca, abc, bac, bacaba, bacca, caaba, cab, caba, cabaa, abacay, abbacy"
contains_letters,contains_letters:cgo,C と G と O をすべて含む単語,11815,"abiogenetic, cabotinage, geobotanic, iceboating, abiogenetical, biogenetical, geobotanical, incogitable, abiogenetically, biogenetically, congealability, geobotanically"
contains_letters,contains_letters:deg,D と E と G をすべて含む単語,11782,"abadengo, bondage, dogbane, abdominogenital, abedge, badge, badged, bagged, begad, debadge, debag, debagged"
contains_letters,contains_letters:moy,M と O と Y をすべて含む単語,11776,"abdominally, abdominocystic, abdominohysterectomy, abdominohysterotomy, abdominoscopy, abmodality, bimodality, myliobatid, myliobatoid, moldability, abnormalcy, abnormality"
contains_letters,contains_letters:bst,B と S と T をすべて含む単語,11774,"abacist, ascitb, catabasis, sabbatic, abandonments, abantes, absent, absentee, absentees, absentness, absents, bannets"
contains_letters,contains_letters:bsu,B と S と U をすべて含む単語,11748,"abaciscus, sabicu, abaculus, baculus, subclass, subclausal, subucula, abacus, aucubas, cubas, scuba, scubas"
contains_letters,contains_letters:hsu,H と S と U をすべて含む単語,11741,"abelmoschus, ablepharous, sphaerobolus, ablepharus, pearlbush, ablush, subhall, abranchious, branchiosaur, branchiosauria, branchiosaurian, branchiosaurus"
contains_letters,contains_letters:efn,E と F と N をすべて含む単語,11736,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, abusefulness, balefulness, banefulness, unaffableness, unfeasable, unfeasableness"
contains_letters,contains_letters:luy,L と U と Y をすべて含む単語,11734,"ablutionary, tintinnabulatory, unorbitally, aboundingly, abruptedly, abruptly, absolutely, beauteously, subabsolutely, absolutistically, tautosyllabic, absolutory"
contains_letters,contains_letters:bnt,B と N と T をすべて含む単語,11718,"abacinate, abietinic, antecabinet, antitabetic, bennettitaceae, betacaine, cabinet, abacination, abaction, anabiotic, antibiotic, antitobacco"
contains_letters,contains_letters:hiy,H と I と Y をすべて含む単語,11712,"abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abhinaya, abiotrophy, abyssobenthonic, abyssolith, abthainry, acantholysis, antischolastically, cantholysis"
contains_letters,contains_letters:gru,G と R と U をすべて含む単語,11698,"abjuring, aboveground, aburagiri, guariba, accourage, courage, courager, accoutering, angioneurotic, counteracting, counteragitate, counteragitation"
contains_letters,contains_letters:bnu,B と N と U をすべて含む単語,11683,"abandum, mbunda, abarticulation, acinotubular, carbunculation, contributional, contributorial, lubrication, lubricational, lucubration, nonlubricant, orbiculation"
contains_letters,contains_letters:ks,K と S をすべて含む単語,11636,"aardvarks, abakas, abask, babkas, bask, basks, kababs, kabakas, kabs, abelmosk, abelmosks, smokable"
contains_letters,contains_letters:gim,G と I と M をすべて含む単語,11621,"abdominogenital, abdominovaginal, vaginoabdominal, abnormalising, mislaboring, abnormalizing, abominating, ambitioning, bombinating, abridgement, abridgment, abridgements"
contains_letters,contains_letters:bru,B と R と U をすべて含む単語,11603,"abarticular, biarticular, bicultural, cucurbital, abarticulation, acinotubular, carbunculation, contributional, contributorial, lubrication, lubricational, lucubration"
contains_letters,contains_letters:cdl,C と D と L をすべて含む単語,11597,"abdicable, bacillicide, cablelaid, decidable, abdominovesical, vesicoabdominal, ablactated, delectable, detectable, abscondedly, decasyllabon, nondecasyllable"
contains_letters,contains_letters:elv,E と L と V をすべて含む単語,11533,"aardwolves, aasvogel, aasvogels, lovages, abbevillian, bevillain, enviable, inviable, veniable, abbreviatable, avertible, irretrievable"
contains_letters,contains_letters:dgi,D と G と I をすべて含む単語,11510,"abandoning, aboding, bignoniad, nonabiding, abdicating, abdominogenital, abdominovaginal, vaginoabdominal, abducing, abducting, unabdicating, abiding"
contains_letters,contains_letters:agu,A と G と U をすべて含む単語,11472,"abducing, abducting, unabdicating, abigeus, abiogenous, basigenous, abjudge, abjudged, abjudging, abjudicating, abjugate, abjuring"
contains_letters,contains_letters:biu,B と I と U をすべて含む単語,11460,"abaciscus, sabicu, abaculi, abulic, albiculi, baculi, cabilliau, cubical, cubicula, abaptistum, abarticular, biarticular"
contains_letters,contains_letters:hmr,H と M と R をすべて含む単語,11456,"abbroachment, carbomethene, chronobarometer, abdominohysterectomy, abdominohysterotomy, abdominothoracic, rhabdomantic, abraham, brahm, brahma, bramah, abrahamic"
contains_letters,contains_letters:aef,A と E と F をすべて含む単語,11455,"abortifacient, birefraction, febricitation, refabrication, aboveproof, absorbefacient, sorbefacient, abuseful, suffusable, abusefully, abusefulness, balefulness"
contains_letters,contains_letters:ghi,G と H と I をすべて含む単語,11358,"aahing, anhinga, anigh, ghain, ghanaian, ghanian, hagging, hanging, abashing, banishing, bashing, abeigh"
contains_letters,contains_letters:efl,E と F と L をすべて含む単語,11355,"abuseful, suffusable, abusefully, abusefulness, balefulness, banefulness, unaffableness, unfeasable, unfeasableness, acetabuliferous, cobaltiferous, acetabuliform"
contains_letters,contains_letters:for,F と O と R をすべて含む単語,11352,"aardwolf, floorward, forwardal, waldorf, wolfward, abortifacient, birefraction, febricitation, refabrication, aboveproof, absorbefacient, sorbefacient"
contains_letters,contains_letters:hmt,H と M と T をすべて含む単語,11348,"abashment, abashments, bashment, abbroachment, carbomethene, chronobarometer, abdominohysterectomy, abdominohysterotomy, abdominothoracic, rhabdomantic, abepithymia, amphibiety"
contains_letters,contains_letters:iov,I と O と V をすべて含む単語,11318,"abbreviation, nonabortive, reverberation, revibration, verberation, vertebration, abbreviations, abortiveness, inobservant, inobservantness, inobservation, nonabortiveness"
contains_letters,contains_letters:efs,E と F と S をすべて含む単語,11315,"absorbefacient, sorbefacient, abuseful, suffusable, abusefully, abusefulness, balefulness, banefulness, unaffableness, unfeasable, unfeasableness, acetabuliferous"
contains_letters,contains_letters:dhi,D と H と I をすべて含む単語,11306,"abdominohysterectomy, abdominohysterotomy, abdominothoracic, rhabdomantic, abolished, abrahamidae, hammerbird, absinthiated, inhabitedness, academicianship, acalephoid, acidophile"
contains_letters,contains_letters:amy,A と M と Y をすべて含む単語,11292,"abdominally, abdominocystic, abdominohysterectomy, abdominohysterotomy, abdominoscopy, abepithymia, amphibiety, abysm, abysms, ambassy, abysmal, abysmally"
contains_letters,contains_letters:orv,O と R と V をすべて含む単語,11289,"aardwolves, abbreviation, nonabortive, reverberation, revibration, verberation, vertebration, abbreviations, abortiveness, inobservant, inobservantness, inobservation"
contains_letters,contains_letters:ehy,E と H と Y をすべて含む単語,11279,"abashedly, shadbelly, abashlessly, bashyle, abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abernethy, abhenry, abhenrys, abshenry"
contains_letters,contains_letters:dmn,D と M と N をすべて含む単語,11260,"abandonment, abodement, nonabandonment, abandonments, abandum, mbunda, abdomen, bemoaned, endamoeba, endamoebae, abdomens, embadomonas"
contains_letters,contains_letters:dps,D と P と S をすべて含む単語,11225,"abdominoposterior, abdominoscope, abdominoscopy, academicianship, acanthopodous, accomplished, dolichocephalism, achondroplasia, achondroplastic, chondroplastic, plastochondria, acidaspis"
contains_letters,contains_letters:iz,I と Z をすべて含む単語,11213,"abastardize, bastardize, bastardized, bastardizes, abiezer, arabize, barbarize, bizarre, bizarrerie, braize, brazier, rebarbarize"
contains_letters,contains_letters:csy,C と S と Y をすべて含む単語,11160,"abdominocystic, abdominohysterectomy, abdominoscopy, abeyances, abeyancies, biscayen, abyssobenthonic, abyssopelagic, abscondedly, decasyllabon, nondecasyllable, absolutistically"
contains_letters,contains_letters:bde,B と D と E をすべて含む単語,11084,"ababdeh, beehead, beeheaded, behead, beheaded, dahabeah, abadejo, jobade, abadengo, bondage, dogbane, abadite"
contains_letters,contains_letters:dmr,D と M と R をすべて含む単語,11049,"abdominoanterior, brominated, debrominate, debromination, demembration, monobrominated, abdominocardiac, abdominohysterectomy, abdominohysterotomy, abdominoposterior, abdominothoracic, rhabdomantic"
contains_letters,contains_letters:kr,K と R をすべて含む単語,11028,"aardvark, aardvarks, abkar, arkab, bakra, baraka, bark, kabar, kbar, abkari, bakairi, karbi"
contains_letters,contains_letters:ceg,C と E と G をすべて含む単語,10996,"abencerrages, abiogenetic, cabotinage, geobotanic, iceboating, abiogenetical, biogenetical, geobotanical, incogitable, abiogenetically, biogenetically, congealability"
contains_letters,contains_letters:imy,I と M と Y をすべて含む単語,10996,"abdominally, abdominocystic, abdominohysterectomy, abdominohysterotomy, abdominoscopy, abepithymia, amphibiety, abmodality, bimodality, myliobatid, myliobatoid, moldability"
contains_letters,contains_letters:bce,B と C と E をすべて含む単語,10977,"abacate, baccate, abacinate, abietinic, antecabinet, antitabetic, bennettitaceae, betacaine, cabinet, abacterial, bacterial, bicalcarate"
contains_letters,contains_letters:eft,E と F と T をすべて含む単語,10967,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acetabuliferous, cobaltiferous, acetabuliform, acetify, efficacity, acetification"
contains_letters,contains_letters:isv,I と S と V をすべて含む単語,10958,"abbreviates, abstersive, reabbreviates, vibrates, abbreviations, abortiveness, inobservant, inobservantness, inobservation, nonabortiveness, nonobservation, observantine"
contains_letters,contains_letters:hty,H と T と Y をすべて含む単語,10928,"abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abernethy, abhorrently, abiotrophy, abyssobenthonic, abyssolith, abthainry, acantholysis, antischolastically"
contains_letters,contains_letters:rw,R と W をすべて含む単語,10928,"aardwolf, floorward, forwardal, waldorf, wolfward, aardwolves, acknowledger, reacknowledge, reacknowledged, acknowledgers, acrawl, crawl"
contains_letters,contains_letters:agp,A と G と P をすべて含む単語,10902,"abigailship, abyssopelagic, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accelerograph, calcographer, cephalograph, chalcographer"
contains_letters,contains_letters:mnp,M と N と P をすべて含む単語,10865,"abdominoposterior, abdominoscope, abdominoscopy, absumption, academicianship, acanthopomatous, accompanable, companable, accompany, capnomancy, company, copyman"
contains_letters,contains_letters:arv,A と R と V をすべて含む単語,10859,"aardvark, aardvarks, aardwolves, abbrev, beaver, bebrave, bereave, bereaver, berreave, brave, braver, breva"
contains_letters,contains_letters:efo,E と F と O をすべて含む単語,10843,"abortifacient, birefraction, febricitation, refabrication, aboveproof, absorbefacient, sorbefacient, acetabuliferous, cobaltiferous, acetabuliform, acetification, affectation"
contains_letters,contains_letters:agm,A と G と M をすべて含む単語,10824,"abdominogenital, abdominovaginal, vaginoabdominal, abnormalising, mislaboring, abnormalizing, abominating, ambitioning, bombinating, abridgement, abridgment, abridgements"
contains_letters,contains_letters:dgn,D と G と N をすべて含む単語,10802,"abadengo, bondage, dogbane, abandoning, aboding, bignoniad, nonabiding, abdicating, abdominogenital, abdominovaginal, vaginoabdominal, abducing"
contains_letters,contains_letters:psy,P と S と Y をすべて含む単語,10774,"abdominoscopy, abyssopelagic, ablepsy, appeasably, absorptively, absorptivity, acatalepsy, catalepsy, ptyalectases, accessaryship, erysiphaceae, hypercrisia"
contains_letters,contains_letters:hry,H と R と Y をすべて含む単語,10767,"abdominohysterectomy, abdominohysterotomy, abernethy, abhenry, abhenrys, abshenry, abhorrency, abhorrently, abiotrophy, abthainry, acanthopterygian, acanthopterygii"
contains_letters,contains_letters:hms,H と M と S をすべて含む単語,10748,"abashment, abashments, bashment, abdominohysterectomy, abdominohysterotomy, abelmoschus, abmhos, abohms, absmho, absohm, abolishment, abolishments"
contains_letters,contains_letters:aw,A と W をすべて含む単語,10747,"aardwolf, floorward, forwardal, waldorf, wolfward, aardwolves, ablewhackets, ablow, ballow, balow, blowball, bowla"
contains_letters,contains_letters:kn,K と N をすべて含む単語,10675,"abkhasian, abnaki, achkan, chank, ackman, ackmen, acknew, wacken, acknow, acknown, acknowing, acknowledge"
contains_letters,contains_letters:afi,A と F と I をすべて含む単語,10646,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acariform, aciform, arciform, cariform, coraciiform, formica"
contains_letters,contains_letters:emy,E と M と Y をすべて含む単語,10636,"abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, absentmindedly, abstemiously, academy, academically, cyamelid, cyamelide, decimally, medallically"
contains_letters,contains_letters:dho,D と H と O をすべて含む単語,10615,"abdominohysterectomy, abdominohysterotomy, abdominothoracic, rhabdomantic, abhorred, broadhead, deborah, harbored, headboard, abodah, abolished, acalephoid"
contains_letters,contains_letters:dhr,D と H と R をすべて含む単語,10597,"abdominohysterectomy, abdominohysterotomy, abdominothoracic, rhabdomantic, abhorred, broadhead, deborah, harbored, headboard, abrahamidae, hammerbird, acanthomeridae"
contains_letters,contains_letters:dnp,D と N と P をすべて含む単語,10562,"abdominoposterior, abdominoscope, abdominoscopy, academicianship, acanthopod, acanthopodous, accompanied, companied, companioned, compendia, pandemoniac, pandemonic"
contains_letters,contains_letters:ez,E と Z をすべて含む単語,10474,"abastardize, bastardize, bastardized, bastardizes, abaze, baze, bezazz, ezba, abiezer, arabize, barbarize, bizarre"
contains_letters,contains_letters:fis,F と I と S をすべて含む単語,10422,"absorbefacient, sorbefacient, acetabuliferous, cobaltiferous, acetifies, faciest, fasciate, satisfice, testificate, acidiferous, ascidiferous, radiciferous"
contains_letters,contains_letters:bci,B と C と I をすべて含む単語,10384,"abacaxi, abaci, cabiai, abacinate, abietinic, antecabinet, antitabetic, bennettitaceae, betacaine, cabinet, abacination, abaction"
contains_letters,contains_letters:gop,G と O と P をすべて含む単語,10383,"abyssopelagic, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accelerograph, calcographer, cephalograph, chalcographer, chapelgoer"
contains_letters,contains_letters:afr,A と F と R をすべて含む単語,10369,"aardwolf, floorward, forwardal, waldorf, wolfward, abfarad, abfarads, absfarad, abortifacient, birefraction, febricitation, refabrication"
contains_letters,contains_letters:gsu,G と S と U をすべて含む単語,10355,"abigeus, abiogenous, basigenous, abusage, besague, subage, abusing, bubingas, unabasing, unbiasing, unbiassing, accursing"
contains_letters,contains_letters:lmp,L と M と P をすべて含む単語,10348,"accompanable, companable, accompanimental, anticomplement, cleptomania, cleptomaniac, coemptional, compellation, complacential, complementation, complimental, complimentation"
contains_letters,contains_letters:ahu,A と H と U をすべて含む単語,10339,"abelmoschus, ablepharous, sphaerobolus, ablepharus, pearlbush, ablush, subhall, abouchement, abought, abranchious, branchiosaur, branchiosauria"
contains_letters,contains_letters:gpr,G と P と R をすべて含む単語,10298,"acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accelerograph, calcographer, cephalograph, chalcographer, chapelgoer, acridophagus"
contains_letters,contains_letters:egp,E と G と P をすべて含む単語,10273,"abyssopelagic, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accelerograph, calcographer, cephalograph, chalcographer, chapelgoer"
contains_letters,contains_letters:gmn,G と M と N をすべて含む単語,10268,"abdominogenital, abdominovaginal, vaginoabdominal, abnormalising, mislaboring, abnormalizing, abominating, ambitioning, bombinating, abridgement, abridgment, abridgements"
contains_letters,contains_letters:fit,F と I と T をすべて含む単語,10265,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acetabuliferous, cobaltiferous, acetabuliform, acetify, efficacity, acetification"
contains_letters,contains_letters:ilv,I と L と V をすべて含む単語,10236,"abbevillian, bevillain, enviable, inviable, veniable, abbreviatable, avertible, irretrievable, liberative, retrievable, triverbal, triverbial"
contains_letters,contains_letters:hpy,H と P と Y をすべて含む単語,10232,"abepithymia, amphibiety, abiotrophy, acalypha, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accessaryship, erysiphaceae"
contains_letters,contains_letters:bh,B と H をすべて含む単語,10175,"ababdeh, beehead, beeheaded, behead, beheaded, dahabeah, abayah, bahay, abarthrosis, abash, bash, hashab"
contains_letters,contains_letters:cpu,C と P と U をすべて含む単語,10175,"acanthocarpous, acanthophorous, anthocarpous, acanthocephalous, anthocephalous, cephalanthous, ctenocephalus, haplocaulescent, leontocephalous, notencephalus, stenocephalous, acanthopodous"
contains_letters,contains_letters:by,B と Y をすべて含む単語,10152,"abacay, abbacy, baccy, cabby, abactinally, cannibality, incitability, abay, abby, aby, babby, baby"
contains_letters,contains_letters:hru,H と R と U をすべて含む単語,10141,"ablepharous, sphaerobolus, ablepharus, pearlbush, abranchious, branchiosaur, branchiosauria, branchiosaurian, branchiosaurus, branchiurous, acanthocarpous, acanthophorous"
contains_letters,contains_letters:ow,O と W をすべて含む単語,10139,"aardwolf, floorward, forwardal, waldorf, wolfward, aardwolves, ablow, ballow, balow, blowball, bowla, lowball"
contains_letters,contains_letters:fio,F と I と O をすべて含む単語,10125,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acariform, aciform, arciform, cariform, coraciiform, formica"
contains_letters,contains_letters:agh,A と G と H をすべて含む単語,10121,"aahing, anhinga, anigh, ghain, ghanaian, ghanian, hagging, hanging, aargh, aarrgh, aarrghh, agrah"
contains_letters,contains_letters:gnp,G と N と P をすべて含む単語,10115,"acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, acceptilating, palingenetic, plantaginaceae, accepting, pageantic, pangenetic"
contains_letters,contains_letters:hou,H と O と U をすべて含む単語,10087,"abelmoschus, ablepharous, sphaerobolus, abouchement, abought, abranchious, branchiosaur, branchiosauria, branchiosaurian, branchiosaurus, branchiurous, acanthaceous"
contains_letters,contains_letters:fil,F と I と L をすべて含む単語,10067,"acetabuliferous, cobaltiferous, acetabuliform, acetylfluoride, acidifiable, edificable, acinacifoliate, affectional, calefaction, felicitation, flectional, fontinalaceae"
contains_letters,contains_letters:egm,E と G と M をすべて含む単語,10058,"abdominogenital, abridgement, abridgment, abridgements, abridgments, academising, damascening, dimagnesic, academizing, accommodatingness, domesticating, gonadectomies"
contains_letters,contains_letters:dey,D と E と Y をすべて含む単語,10034,"abandonedly, abasedly, syllabled, abashedly, shadbelly, abbeystead, abbeystede, bestayed, abdominohysterectomy, abdominohysterotomy, abecedary, abridgedly"
contains_letters,contains_letters:diy,D と I と Y をすべて含む単語,10029,"abditory, abdominally, abdominocystic, abdominohysterectomy, abdominohysterotomy, abdominoscopy, abidingly, dabblingly, abmodality, bimodality, myliobatid, myliobatoid"
contains_letters,contains_letters:anv,A と N と V をすべて含む単語,10003,"abbevillian, bevillain, enviable, inviable, veniable, abbreviating, reabbreviating, reverberating, revibrating, verbenating, verbigerating, abbreviation"
contains_letters,contains_letters:cdu,C と D と U をすべて含む単語,9971,"abduce, abduced, abducens, abundances, unabscessed, unscabbed, abducent, unabducted, abducentes, subaduncate, substanced, unsubstanced"
contains_letters,contains_letters:nuy,N と U と Y をすべて含む単語,9950,"ablutionary, tintinnabulatory, unorbitally, aboundingly, abundancy, abundantly, unabundantly, acalycinous, conclusionally, unoccasionally, unsalaciously, unsocially"
contains_letters,contains_letters:sw,S と W をすべて含む単語,9912,"aardwolves, ablewhackets, abwatts, acknowledgements, acknowledgments, acknowledgers, acknowledges, adrowse, redowas, swearword, advowsance, advowson"
contains_letters,contains_letters:gou,G と O と U をすべて含む単語,9824,"abiogenous, basigenous, abought, abounding, unabandoning, aboundingly, aboveground, accounting, auctioning, cautioning, outacting, accourage"
contains_letters,contains_letters:cgr,C と G と R をすべて含む単語,9792,"abencerrages, abortogenic, bacteriogenic, abreacting, acerbating, brecciating, cerebrating, crabeating, abstracting, abstricting, transcribing, acanthopterygian"
contains_letters,contains_letters:nrv,N と R と V をすべて含む単語,9778,"abbreviating, reabbreviating, reverberating, revibrating, verbenating, verbigerating, abbreviation, nonabortive, reverberation, revibration, verberation, vertebration"
contains_letters,contains_letters:dms,D と M と S をすべて含む単語,9748,"abandonments, abdomens, embadomonas, endamoebas, abdominales, bidimensional, nonadmissible, nonadmissibleness, abdominals, abdominocentesis, disembocation, abdominocystic"
contains_letters,contains_letters:hly,H と L と Y をすべて含む単語,9731,"abashedly, shadbelly, abashlessly, bashyle, abhorrently, abyssolith, acalypha, acantholysis, antischolastically, cantholysis, cytochalasin, nonscholastically"
contains_letters,contains_letters:btu,B と T と U をすべて含む単語,9729,"abaptistum, abarticular, biarticular, bicultural, cucurbital, abarticulation, acinotubular, carbunculation, contributional, contributorial, lubrication, lubricational"
contains_letters,contains_letters:gho,G と H と O をすべて含む単語,9684,"abhorring, harboring, abolishing, abought, acanthology, acanthological, anthological, chilognath, chilognatha, chilognathan, gnathonical, thanatological"
contains_letters,contains_letters:mty,M と T と Y をすべて含む単語,9679,"abdominocystic, abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abmodality, bimodality, myliobatid, myliobatoid, moldability, abnormality, abnormity"
contains_letters,contains_letters:atv,A と T と V をすべて含む単語,9678,"abbreviatable, avertible, irretrievable, liberative, retrievable, triverbal, triverbial, veritable, vertebrarterial, vibratile, abbreviate, aberrative"
contains_letters,contains_letters:cf,C と F をすべて含む単語,9676,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, acariform, aciform, arciform, cariform, coraciiform, formica"
contains_letters,contains_letters:hiu,H と I と U をすべて含む単語,9675,"abranchious, branchiosaur, branchiosauria, branchiosaurian, branchiosaurus, branchiurous, absinthium, acanthuridae, reauthenticated, unarchitected, acanthuthi, anacahuita"
contains_letters,contains_letters:glu,G と L と U をすべて含む単語,9649,"aboundingly, abuilding, landlubbing, unblading, acculturating, antiliturgic, antiliturgical, articulating, circulating, curtailing, granulitic, liturgician"
contains_letters,contains_letters:dpt,D と P と T をすべて含む単語,9610,"abdominoposterior, abruptedly, acanthopod, acanthopodous, accepted, acceptedly, clypeated, playacted, platydactyle, acceptilated, capitaled, epideictical"
contains_letters,contains_letters:uv,U と V をすべて含む単語,9609,"abbreviature, attributive, breviature, aberduvine, abevacuation, abjunctive, unabjective, abluvion, aboveground, abreuvoir, absolutive, abusive"
contains_letters,contains_letters:ruy,R と U と Y をすべて含む単語,9594,"abjuratory, ablutionary, tintinnabulatory, unorbitally, abruptedly, abruptly, absyrtus, subtray, subturbary, absolutory, barratrously, abstrusely"
contains_letters,contains_letters:npy,N と P と Y をすべて含む単語,9579,"abdominoscopy, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, acceptancy, appetency, patency, acceptingly, epigenetically"
contains_letters,contains_letters:euy,E と U と Y をすべて含む単語,9560,"abruptedly, absolutely, beauteously, subabsolutely, abstemiously, abstrusely, abulyeit, abusedly, abusefully, abusively, acalyculate, acutely"
contains_letters,contains_letters:iuy,I と U と Y をすべて含む単語,9559,"ablutionary, tintinnabulatory, unorbitally, aboundingly, absolutistically, tautosyllabic, abstemiously, abstrusity, absurdity, distributary, abulyeit, abusively"
contains_letters,contains_letters:gtu,G と T と U をすべて含む単語,9553,"abducting, unabdicating, abjudicating, abjugate, abought, abutting, antibug, intubating, intubatting, tabuing, unabating, unabutting"
contains_letters,contains_letters:ko,K と O をすべて含む単語,9537,"abelmosk, abelmosks, smokable, smokables, smokeable, ablock, ballock, blackcock, colback, abococket, aboudikro, abovedeck"
contains_letters,contains_letters:cpy,C と P と Y をすべて含む単語,9523,"abdominoscopy, abyssopelagic, ableptically, acceptability, peccability, acalypha, acalypterae, acalyptratae, acalyptrate, calypter, calypterae, calyptraea"
contains_letters,contains_letters:nov,N と O と V をすべて含む単語,9501,"abbreviation, nonabortive, reverberation, revibration, verberation, vertebration, abbreviations, abortiveness, inobservant, inobservantness, inobservation, nonabortiveness"
contains_letters,contains_letters:hnu,H と N と U をすべて含む単語,9471,"abouchement, abranchious, branchiosaur, branchiosauria, branchiosaurian, branchiosaurus, branchiurous, absinthium, acanthaceous, autochthones, autochthonousness, ceanothus"
contains_letters,contains_letters:cv,C と V をすべて含む単語,9455,"abdicative, abdominovesical, vesicoabdominal, abevacuation, abjective, abjunctive, unabjective, abovedeck, abstractive, abstractively, serviceability, abstractiveness"
contains_letters,contains_letters:lmy,L と M と Y をすべて含む単語,9454,"abdominally, abysmal, abysmally, balsamy, abmodality, bimodality, myliobatid, myliobatoid, moldability, abnormalcy, abnormality, abnormally"
contains_letters,contains_letters:egh,E と G と H をすべて含む単語,9441,"abeigh, abiegh, abthanage, acanthopterygian, acanthopterygii, chiropterygian, hyperorthognathic, ichthyopterygian, rehypothecating, accelerograph, calcographer, cephalograph"
contains_letters,contains_letters:ady,A と D と Y をすべて含む単語,9422,"abandonedly, abasedly, syllabled, abashedly, shadbelly, abbeystead, abbeystede, bestayed, abditory, abdominally, abdominocystic, abdominohysterectomy"
contains_letters,contains_letters:adg,A と D と G をすべて含む単語,9400,"abadengo, bondage, dogbane, abandoning, aboding, bignoniad, nonabiding, abbogada, abogado, dagoba, abdicating, abdominogenital"
contains_letters,contains_letters:htu,H と T と U をすべて含む単語,9378,"abouchement, abought, absinthium, acanthaceous, autochthones, autochthonousness, ceanothus, cenanthous, oecanthus, acanthocarpous, acanthophorous, anthocarpous"
contains_letters,contains_letters:iw,I と W をすべて含む単語,9378,"achomawi, acknowing, acknowledging, aeroview, afterswarming, afterwhile, afterwisdom, afterwise, afterwrist, wastrife, afterwit, fairwater"
